iter	Logloss
541	0.02436606341
542	0.02429837182
543	0.02420170304
544	0.02413790132
545	0.02408737124
546	0.02402359072
547	0.02394764574
548	0.02388775298
549	0.02381733803
550	0.0237517455
551	0.02368675744
552	0.02363183402
553	0.02355727064
554	0.02349330065
555	0.02341000142
556	0.02334079275
557	0.02326413599
558	0.02319843597
559	0.02312255882
560	0.02304940477
561	0.02298382173
562	0.02294685163
563	0.02287738659
564	0.02279585437
565	0.0227257173
566	0.02264733351
567	0.02257570839
568	0.02255206315
569	0.0224974995
570	0.02242484745
571	0.02236701694
572	0.02232325468
573	0.02226349206
574	0.02223075899
575	0.02218296639
576	0.02213525638
577	0.02207195461
578	0.02201859339
579	0.02195244122
580	0.02188769476
581	0.02184173577
582	0.02178800475
583	0.02174823298
584	0.02169045766
585	0.02162457531
586	0.02156452406
587	0.02149523919
588	0.02145547605
589	0.02139903005
590	0.02133931575
591	0.02128662958
592	0.02124638474
593	0.02121172713
594	0.02115119392
595	0.02110545457
596	0.02104999856
597	0.02100856347
598	0.02095651094
599	0.02090724799
600	0.0208285648
601	0.02076880559
602	0.02068898935
603	0.02066035493
604	0.02059926556
605	0.02056880729
606	0.02050723851
607	0.02045925236
608	0.02042916922
609	0.0203789585
610	0.02032810039
611	0.02027703998
612	0.02024009393
613	0.02019196786
614	0.02014719901
615	0.02010679298
616	0.02005875814
617	0.02002680863
618	0.01997755262
619	0.0199383641
620	0.01988416664
621	0.01981807536
622	0.01975787263
623	0.01971641767
624	0.01967985615
625	0.01960706365
626	0.01955517113
627	0.019505223
628	0.01946941677
629	0.01942618405
630	0.01939104299
631	0.01934676189
632	0.01931357246
633	0.0192611275
634	0.01921584453
635	0.01916626156
636	0.01910356201
637	0.01906758526
638	0.01901306882
639	0.01896640321
640	0.01893163389
641	0.01890556514
642	0.0188560675
643	0.01881077129
644	0.01876648943
645	0.01870288486
646	0.01867142593
647	0.01862438839
648	0.0185994379
649	0.01856096991
650	0.01852295196
651	0.01848530514
652	0.01844134065
653	0.01840389467
654	0.01835199924
655	0.01830481255
656	0.01826914549
657	0.01823456862
658	0.01820075431
659	0.01815242081
660	0.01809970544
661	0.01805326921
662	0.01801558146
663	0.01798061274
664	0.01793716354
665	0.01790463325
666	0.01785222152
667	0.0178106802
668	0.01777032898
669	0.01772221766
670	0.0176868971
671	0.01765019997
672	0.01761199067
673	0.01756229379
674	0.01752412017
675	0.01747896329
676	0.01745542032
677	0.01739210112
678	0.0173639988
679	0.01732147187
680	0.01727499185
681	0.01723159369
682	0.01720076597
683	0.01715044409
684	0.01710911795
685	0.01707081098
686	0.01702114113
687	0.01698444957
688	0.01694732382
689	0.01690212114
690	0.01685243136
691	0.0168125957
692	0.01678712463
693	0.0167618554
694	0.01673213978
695	0.01670990198
696	0.01665889668
697	0.01660868475
698	0.01656540816
699	0.01653394244
700	0.0164948883
701	0.01644599656
702	0.01641633906
703	0.01638181853
704	0.01633141743
705	0.01630879376
706	0.01626877283
707	0.01623139768
708	0.0162046209
709	0.0161628414
710	0.01611499933
711	0.01607294118
712	0.01604127568
713	0.01600934257
714	0.01597286836
715	0.01594310188
716	0.01590577704
717	0.01587283599
718	0.01583971846
719	0.0158087607
720	0.01576261531
721	0.01573393296
722	0.01569718197
723	0.01566358013
724	0.01563439424
725	0.01561061874
726	0.01558257968
727	0.01555122814
728	0.01552718032
729	0.01548218667
730	0.01544778497
731	0.01542361942
732	0.01539129758
733	0.01534701339
734	0.01531380446
735	0.01527626434
736	0.01523821763
737	0.01521537864
738	0.01518082396
739	0.01514578084
740	0.01510067772
741	0.01506664075
742	0.01503078214
743	0.01501027517
744	0.01498417938
745	0.01494953395
746	0.01491039823
747	0.01488715897
748	0.01486203388
749	0.01482778381
750	0.01479274535
751	0.01476171772
752	0.01473032613
753	0.01469314831
754	0.0146549062
755	0.01461132014
756	0.0145816486
757	0.01455347856
758	0.01451584023
759	0.01449494367
760	0.0144676509
761	0.01443873653
762	0.01440008222
763	0.0143772914
764	0.01433949601
765	0.01431556628
766	0.01429345795
767	0.01426662605
768	0.01425088784
769	0.01423257535
770	0.01420351093
771	0.01417756905
772	0.01416009191
773	0.01413599622
774	0.014110424
775	0.01408171412
776	0.01406226801
777	0.01403051473
778	0.01400425591
779	0.01397445281
780	0.013952186
781	0.01393308714
782	0.01390984583
783	0.01386900481
784	0.01383890992
785	0.01381819065
786	0.01378511733
787	0.01375431615
788	0.01372516203
789	0.01369883435
790	0.013664415
791	0.01363802825
792	0.01360762267
793	0.01357547485
794	0.01355157562
795	0.01352936371
796	0.01350200369
797	0.01346756544
798	0.013445553
799	0.01342037069
800	0.01339641884
801	0.01336936547
802	0.01333484584
803	0.0133152197
804	0.01328165299
805	0.0132668237
806	0.01324593778
807	0.0132212348
808	0.01320083449
809	0.01316789528
810	0.01314271676
811	0.01311501156
812	0.0130788645
813	0.01305216603
814	0.01302158689
815	0.01300305434
816	0.01297027667
817	0.01293735349
818	0.01290773644
819	0.01288687712
820	0.01286311426
821	0.01283994308
822	0.01281829926
823	0.0127915959
824	0.01276991671
825	0.01274876955
826	0.01272955989
827	0.01271431188
828	0.01269143774
829	0.01266580537
830	0.01264544764
831	0.01261808003
832	0.01259077809
833	0.01256277603
834	0.01253403601
835	0.0125046543
836	0.01248611739
837	0.01246209409
838	0.01244274759
839	0.01242515519
840	0.01240225635
841	0.01238188439
842	0.01236181719
843	0.01232407154
844	0.01229874704
845	0.01227323324
846	0.01224936037
847	0.01222899589
848	0.01220663121
849	0.01218356142
850	0.01216339695
851	0.01213888203
852	0.01211924287
853	0.0120981101
854	0.01207138417
855	0.01205050334
856	0.01203148124
857	0.01200648877
858	0.01198504883
859	0.01196441624
860	0.01193969732
861	0.01191445774
862	0.01189561713
863	0.01187514687
864	0.01184128402
865	0.01181775991
866	0.01179161539
867	0.01177038462
868	0.01174516748
869	0.01172700012
870	0.0117013269
871	0.01168192269
872	0.01166783197
873	0.01165121162
874	0.01163112918
875	0.0116107778
876	0.01158576172
877	0.0115537328
878	0.01154100989
879	0.01151980648
880	0.0114971794
881	0.01147635795
882	0.0114642296
883	0.01143679366
884	0.0114241635
885	0.01139982989
886	0.0113828422
887	0.01135992868
888	0.01133204553
889	0.0113059456
890	0.0112878412
891	0.01127606536
892	0.01125943684
893	0.01123420004
894	0.01121146664
895	0.01119424607
896	0.01117795084
897	0.01115515892
898	0.01112651677
899	0.01110623685
900	0.01107144096
901	0.01104994069
902	0.01102338197
903	0.01100652474
904	0.01099337392
905	0.01097239081
906	0.01094908744
907	0.01093431063
908	0.01091983325
909	0.01090175399
910	0.01088230611
911	0.01086617283
912	0.01084786138
913	0.01081377439
914	0.01079411531
915	0.0107768117
916	0.01075401099
917	0.01072383647
918	0.01070410225
919	0.01068381465
920	0.01066975777
921	0.01065296835
922	0.0106282803
923	0.01060544793
924	0.01058318718
925	0.0105593407
926	0.01054534374
927	0.01053164654
928	0.01051263013
929	0.01049305086
930	0.01047704827
931	0.01046229857
932	0.01044529912
933	0.01042656734
934	0.01040822316
935	0.01038879483
936	0.01037418292
937	0.01036061035
938	0.01034017868
939	0.01032416384
940	0.01030714206
941	0.0102915609
942	0.01026636904
943	0.01024045163
944	0.0102241792
945	0.01019898816
946	0.01017917181
947	0.01016006718
948	0.01014055601
949	0.01011463228
950	0.01008963227
951	0.01006525513
952	0.0100372772
953	0.01001851741
954	0.01000007305
955	0.009974001354
956	0.009956318942
957	0.009938387266
958	0.009917073645
959	0.009903415054
960	0.009883318577
961	0.009867481137
962	0.009848275482
963	0.009835498456
964	0.009816836369
965	0.009796633341
966	0.009777663182
967	0.009749265066
968	0.009729548049
969	0.00971517119
970	0.009698766649
971	0.009683149095
972	0.009666773077
973	0.009652700312
974	0.009638028274
975	0.009623788638
976	0.00961223821
977	0.009601270113
978	0.00957925682
979	0.009558173996
980	0.009534120282
981	0.009511500394
982	0.00949184731
983	0.009470061307
984	0.009452995414
985	0.009427981027
986	0.009411677508
987	0.009383628866
988	0.009366419483
989	0.009350001366
990	0.009333330856
991	0.009317724624
992	0.009301880936
993	0.009283356209
994	0.009264934841
995	0.00924365506
996	0.009226521853
997	0.009212386036
998	0.00919788338
999	0.009174949868
